 Rows: Electric field / N (Td)                                         
  0.1000       3.545       6.990       10.43       13.88       17.32       20.77       24.21       27.66       31.10    
   34.55       37.99       41.44       44.88       48.33       51.77       55.22       58.66       62.11       65.55    
   69.00       72.44       75.89       79.33       82.78       86.22       89.67       93.11       96.56       100.0    

 Columns: Mole fraction He
   0.000      0.1111      0.2222      0.3333      0.4444      0.5556      0.6667      0.7778      0.8889       1.000    

 Columns: Mole fraction N2
  0.8000      0.7111      0.6222      0.5333      0.4444      0.3556      0.2667      0.1778      0.8889E-01   0.000    

 Columns: Mole fraction O2
  0.2000      0.1778      0.1556      0.1333      0.1111      0.8889E-01  0.6667E-01  0.4444E-01  0.2222E-01   0.000    

 Mean energy (eV)                                                
  0.1603      0.1388      0.1255      0.1161      0.1090      0.1033      0.9863E-01  0.9464E-01  0.9119E-01  0.8814E-01
   1.275       1.294       1.319       1.349       1.389       1.441       1.512       1.608       1.739       1.931    
   1.915       1.984       2.062       2.150       2.251       2.368       2.508       2.684       2.945       4.474    
   2.365       2.436       2.516       2.605       2.706       2.825       2.972       3.174       3.519       6.318    
   2.633       2.703       2.783       2.873       2.979       3.107       3.272       3.508       3.939       7.121    
   2.824       2.897       2.980       3.076       3.189       3.330       3.516       3.789       4.305       7.620    
   2.979       3.056       3.144       3.247       3.371       3.527       3.735       4.044       4.641       8.015    
   3.113       3.196       3.290       3.401       3.537       3.708       3.938       4.283       4.961       8.364    
   3.237       3.324       3.426       3.546       3.693       3.878       4.130       4.511       5.269       8.690    
   3.353       3.446       3.555       3.684       3.842       4.042       4.314       4.730       5.569       9.001    
   3.463       3.563       3.678       3.816       3.984       4.199       4.493       4.944       5.862       9.301    
   3.569       3.674       3.797       3.943       4.122       4.352       4.666       5.154       6.148       9.595    
   3.671       3.782       3.912       4.067       4.256       4.499       4.834       5.359       6.429       9.884    
   3.771       3.889       4.024       4.187       4.387       4.643       5.000       5.562       6.703       10.17    
   3.868       3.990       4.133       4.304       4.515       4.787       5.163       5.764       6.972       10.45    
   3.963       4.092       4.241       4.420       4.639       4.925       5.325       5.963       7.236       10.73    
   4.056       4.189       4.344       4.532       4.762       5.063       5.484       6.160       7.494       11.02    
   4.148       4.286       4.448       4.643       4.884       5.199       5.642       6.355       7.747       11.30    
   4.237       4.380       4.548       4.750       5.002       5.332       5.799       6.549       7.996       11.58    
   4.325       4.474       4.649       4.859       5.120       5.465       5.955       6.740       8.241       11.86    
   4.410       4.564       4.746       4.965       5.238       5.597       6.110       6.930       8.482       12.14    
   4.497       4.657       4.842       5.068       5.351       5.727       6.264       7.119       8.718       12.42    
   4.579       4.745       4.938       5.172       5.467       5.857       6.416       7.305       8.952       12.70    
   4.664       4.832       5.032       5.276       5.581       5.987       6.568       7.490       9.183       12.99    
   4.746       4.920       5.125       5.376       5.693       6.115       6.719       7.674       9.410       13.27    
   4.826       5.006       5.218       5.477       5.805       6.244       6.869       7.855       9.635       13.56    
   4.906       5.091       5.311       5.579       5.917       6.371       7.017       8.035       9.858       13.85    
   4.985       5.174       5.401       5.678       6.028       6.497       7.167       8.214       10.08       14.14    
   5.064       5.259       5.490       5.776       6.138       6.623       7.314       8.391       10.30       14.44    
   5.141       5.343       5.581       5.874       6.248       6.748       7.459       8.567       10.51       14.73    

 Mobility *N (1/m/V/s)                                           
  0.8416E+25  0.9778E+25  0.1084E+26  0.1171E+26  0.1243E+26  0.1304E+26  0.1355E+26  0.1398E+26  0.1435E+26  0.1466E+26
  0.1338E+25  0.1406E+25  0.1485E+25  0.1574E+25  0.1680E+25  0.1806E+25  0.1958E+25  0.2145E+25  0.2369E+25  0.2626E+25
  0.1135E+25  0.1212E+25  0.1298E+25  0.1395E+25  0.1503E+25  0.1623E+25  0.1757E+25  0.1901E+25  0.2052E+25  0.2146E+25
  0.1162E+25  0.1235E+25  0.1315E+25  0.1402E+25  0.1499E+25  0.1605E+25  0.1722E+25  0.1850E+25  0.1982E+25  0.2178E+25
  0.1173E+25  0.1240E+25  0.1315E+25  0.1397E+25  0.1487E+25  0.1588E+25  0.1698E+25  0.1818E+25  0.1945E+25  0.2235E+25
  0.1174E+25  0.1239E+25  0.1311E+25  0.1389E+25  0.1475E+25  0.1571E+25  0.1677E+25  0.1792E+25  0.1919E+25  0.2275E+25
  0.1172E+25  0.1234E+25  0.1303E+25  0.1379E+25  0.1462E+25  0.1555E+25  0.1658E+25  0.1771E+25  0.1901E+25  0.2307E+25
  0.1166E+25  0.1228E+25  0.1295E+25  0.1368E+25  0.1450E+25  0.1540E+25  0.1640E+25  0.1753E+25  0.1888E+25  0.2335E+25
  0.1160E+25  0.1220E+25  0.1286E+25  0.1358E+25  0.1438E+25  0.1526E+25  0.1625E+25  0.1737E+25  0.1879E+25  0.2361E+25
  0.1154E+25  0.1213E+25  0.1278E+25  0.1348E+25  0.1426E+25  0.1513E+25  0.1611E+25  0.1723E+25  0.1873E+25  0.2387E+25
  0.1148E+25  0.1206E+25  0.1269E+25  0.1338E+25  0.1415E+25  0.1500E+25  0.1597E+25  0.1711E+25  0.1870E+25  0.2411E+25
  0.1141E+25  0.1198E+25  0.1260E+25  0.1328E+25  0.1404E+25  0.1489E+25  0.1585E+25  0.1701E+25  0.1868E+25  0.2436E+25
  0.1134E+25  0.1190E+25  0.1251E+25  0.1319E+25  0.1393E+25  0.1477E+25  0.1573E+25  0.1691E+25  0.1868E+25  0.2461E+25
  0.1128E+25  0.1183E+25  0.1243E+25  0.1309E+25  0.1383E+25  0.1466E+25  0.1563E+25  0.1683E+25  0.1869E+25  0.2486E+25
  0.1121E+25  0.1175E+25  0.1235E+25  0.1300E+25  0.1373E+25  0.1456E+25  0.1553E+25  0.1676E+25  0.1871E+25  0.2511E+25
  0.1114E+25  0.1168E+25  0.1227E+25  0.1292E+25  0.1364E+25  0.1446E+25  0.1544E+25  0.1669E+25  0.1874E+25  0.2536E+25
  0.1108E+25  0.1161E+25  0.1218E+25  0.1283E+25  0.1355E+25  0.1437E+25  0.1535E+25  0.1663E+25  0.1877E+25  0.2562E+25
  0.1102E+25  0.1154E+25  0.1211E+25  0.1275E+25  0.1346E+25  0.1428E+25  0.1526E+25  0.1658E+25  0.1881E+25  0.2587E+25
  0.1095E+25  0.1146E+25  0.1203E+25  0.1266E+25  0.1337E+25  0.1419E+25  0.1519E+25  0.1653E+25  0.1885E+25  0.2612E+25
  0.1089E+25  0.1140E+25  0.1196E+25  0.1259E+25  0.1329E+25  0.1411E+25  0.1511E+25  0.1648E+25  0.1889E+25  0.2637E+25
  0.1082E+25  0.1133E+25  0.1189E+25  0.1251E+25  0.1322E+25  0.1403E+25  0.1505E+25  0.1645E+25  0.1893E+25  0.2661E+25
  0.1077E+25  0.1127E+25  0.1181E+25  0.1243E+25  0.1313E+25  0.1396E+25  0.1498E+25  0.1641E+25  0.1897E+25  0.2685E+25
  0.1070E+25  0.1120E+25  0.1175E+25  0.1236E+25  0.1306E+25  0.1388E+25  0.1492E+25  0.1637E+25  0.1902E+25  0.2711E+25
  0.1065E+25  0.1113E+25  0.1168E+25  0.1229E+25  0.1299E+25  0.1381E+25  0.1486E+25  0.1635E+25  0.1907E+25  0.2737E+25
  0.1059E+25  0.1107E+25  0.1161E+25  0.1222E+25  0.1292E+25  0.1375E+25  0.1480E+25  0.1632E+25  0.1912E+25  0.2760E+25
  0.1053E+25  0.1101E+25  0.1155E+25  0.1215E+25  0.1285E+25  0.1368E+25  0.1475E+25  0.1630E+25  0.1916E+25  0.2786E+25
  0.1047E+25  0.1095E+25  0.1149E+25  0.1209E+25  0.1278E+25  0.1362E+25  0.1470E+25  0.1627E+25  0.1921E+25  0.2809E+25
  0.1042E+25  0.1089E+25  0.1142E+25  0.1202E+25  0.1272E+25  0.1356E+25  0.1465E+25  0.1625E+25  0.1925E+25  0.2834E+25
  0.1036E+25  0.1083E+25  0.1136E+25  0.1196E+25  0.1265E+25  0.1350E+25  0.1461E+25  0.1623E+25  0.1930E+25  0.2855E+25
  0.1031E+25  0.1078E+25  0.1130E+25  0.1190E+25  0.1260E+25  0.1345E+25  0.1456E+25  0.1622E+25  0.1935E+25  0.2882E+25

 Re/perp mobility *N (1/m/V/s)                                   
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    

 Im/Hall mobility *N (1/m/V/s)                                   
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    
   0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000    

 Bulk mobility *N (1/m/V/s)                                      
