"E:0","E:1","E:2","epsilon","epsilonD","epsilonI","volt","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.002125,0.0020003,36402,nan,nan,nan,149.42,1,0.019885,0,0,0.019885
0.0021253,0.0020005,35456,nan,nan,nan,145.53,1,0.019987,0,0,0.019987
0.0021255,0.0020007,34510,nan,nan,nan,141.64,1,0.02009,0,0,0.02009
0.0021281,0.0019999,33621,nan,nan,nan,137.98,1,0.020193,0,0,0.020193
0.0021373,0.0019965,32893,nan,nan,nan,134.99,1,0.020295,0,0,0.020295
0.0021465,0.0019931,32165,nan,nan,nan,131.99,1,0.020397,0,0,0.020397
0.0021557,0.0019897,31437,nan,nan,nan,129,1,0.0205,0,0,0.0205
0.0021649,0.0019863,30709,nan,nan,nan,126,1,0.020603,0,0,0.020603
0.002174,0.0019829,29981,nan,nan,nan,123.01,1,0.020705,0,0,0.020705
0.0021832,0.0019795,29253,nan,nan,nan,120.01,1,0.020807,0,0,0.020807
0.0021924,0.001976,28525,nan,nan,nan,117.02,1,0.02091,0,0,0.02091
0.0022016,0.0019726,27797,nan,nan,nan,114.02,1,0.021012,0,0,0.021012
0.0022108,0.0019692,27069,nan,nan,nan,111.03,1,0.021115,0,0,0.021115
0.00222,0.0019658,26341,nan,nan,nan,108.03,1,0.021217,0,0,0.021217
0.0022247,0.0019624,25676,nan,nan,nan,105.29,1,0.02132,0,0,0.02132
0.0022213,0.0019591,25124,nan,nan,nan,103.02,1,0.021422,0,0,0.021422
0.0022179,0.0019558,24571,nan,nan,nan,100.75,1,0.021525,0,0,0.021525
0.0022145,0.0019525,24019,nan,nan,nan,98.481,1,0.021628,0,0,0.021628
0.0022111,0.0019492,23467,nan,nan,nan,96.21,1,0.02173,0,0,0.02173
0.0022078,0.0019459,22915,nan,nan,nan,93.939,1,0.021832,0,0,0.021832
0.0022044,0.0019426,22363,nan,nan,nan,91.668,1,0.021935,0,0,0.021935
0.002201,0.0019393,21811,nan,nan,nan,89.397,1,0.022038,0,0,0.022038
0.0021976,0.001936,21258,nan,nan,nan,87.125,1,0.02214,0,0,0.02214
0.0021942,0.0019327,20706,nan,nan,nan,84.854,1,0.022242,0,0,0.022242
