"Ma","T","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","alphat","k","nut","p","rho","rhoMean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0097214,299.8,3.3828,0.038669,0,3.3786,0.039019,0,0.0079737,0.00040269,0,-6.4109e-05,0,0,4.984e-13,4.3114e-07,4.3087e-13,99770,1.1567,1.1557,1,0.000615,0.025,0.000615,0
0.0097682,299.8,3.3991,0.039139,0,3.3949,0.039494,0,0.0079762,0.00040991,0,-6.1073e-05,0,0,5.472e-13,4.2668e-07,4.7306e-13,99770,1.1567,1.1557,1,0.00062,0.025,0.00062,0
0.0098151,299.8,3.4154,0.039609,0,3.4112,0.039969,0,0.0079787,0.00041712,0,-5.8037e-05,0,0,5.96e-13,4.2223e-07,5.1524e-13,99770,1.1567,1.1557,1,0.000625,0.025,0.000625,0
0.0098619,299.8,3.4317,0.040079,0,3.4275,0.040445,0,0.0079813,0.00042434,0,-5.5e-05,0,0,6.4479e-13,4.1777e-07,5.5743e-13,99770,1.1567,1.1557,1,0.00063,0.025,0.00063,0
0.0099088,299.8,3.448,0.040549,0,3.4438,0.04092,0,0.0079838,0.00043155,0,-5.1964e-05,0,0,6.9359e-13,4.1331e-07,5.9961e-13,99770,1.1567,1.1557,1,0.000635,0.025,0.000635,0
0.0099546,299.8,3.4639,0.041017,0,3.4597,0.041392,0,0.0079848,0.00043877,0,-4.8796e-05,0,0,7.4956e-13,4.0881e-07,6.48e-13,99770,1.1567,1.1557,1,0.00064,0.025,0.00064,0
0.0099936,299.8,3.4775,0.041468,0,3.4733,0.041849,0,0.0079759,0.00044602,0,-4.4754e-05,0,0,8.5303e-13,4.0403e-07,7.3745e-13,99770,1.1567,1.1558,1,0.000645,0.025,0.000645,0
0.010033,299.8,3.4911,0.041919,0,3.4869,0.042305,0,0.0079669,0.00045327,0,-4.0712e-05,0,0,9.565e-13,3.9925e-07,8.2689e-13,99770,1.1567,1.1558,1,0.00065,0.025,0.00065,0
0.010072,299.8,3.5046,0.04237,0,3.5004,0.042761,0,0.007958,0.00046052,0,-3.6671e-05,0,0,1.06e-12,3.9447e-07,9.1634e-13,99770,1.1567,1.1558,1,0.000655,0.025,0.000655,0
0.010111,299.8,3.5182,0.042821,0,3.514,0.043217,0,0.0079491,0.00046777,0,-3.2629e-05,0,0,1.1634e-12,3.8969e-07,1.0058e-12,99770,1.1567,1.1558,1,0.00066,0.025,0.00066,0
0.01015,299.79,3.5317,0.043272,0,3.5276,0.043674,0,0.0079402,0.00047502,0,-2.8587e-05,0,0,1.2669e-12,3.8491e-07,1.0952e-12,99770,1.1567,1.1558,1,0.000665,0.025,0.000665,0
0.010188,299.79,3.5453,0.043723,0,3.5412,0.04413,0,0.0079313,0.00048227,0,-2.4545e-05,0,0,1.3704e-12,3.8013e-07,1.1847e-12,99770,1.1567,1.1558,1,0.00067,0.025,0.00067,0
0.010227,299.79,3.5588,0.044174,0,3.5547,0.044586,0,0.0079223,0.00048952,0,-2.0504e-05,0,0,1.4739e-12,3.7534e-07,1.2741e-12,99770,1.1568,1.1558,1,0.000675,0.025,0.000675,0
0.010266,299.79,3.5724,0.044626,0,3.5683,0.045042,0,0.0079134,0.00049677,0,-1.6462e-05,0,0,1.5773e-12,3.7056e-07,1.3636e-12,99770,1.1568,1.1558,1,0.00068,0.025,0.00068,0
0.010302,299.79,3.5849,0.045066,0,3.5808,0.045488,0,0.0079009,0.00050396,0,-1.2048e-05,0,0,1.7378e-12,3.6568e-07,1.5023e-12,99770,1.1568,1.1558,1,0.000685,0.025,0.000685,0
0.010333,299.79,3.5956,0.045489,0,3.5915,0.045917,0,0.0078824,0.00051107,0,-7.0076e-06,0,0,1.9943e-12,3.6062e-07,1.724e-12,99770,1.1568,1.1558,1,0.00069,0.025,0.00069,0
0.010364,299.79,3.6063,0.045913,0,3.6023,0.046345,0,0.0078638,0.00051817,0,-1.967e-06,0,0,2.2509e-12,3.5556e-07,1.9458e-12,99770,1.1568,1.1558,1,0.000695,0.025,0.000695,0
0.010395,299.79,3.617,0.046336,0,3.613,0.046774,0,0.0078453,0.00052528,0,3.0736e-06,0,0,2.5074e-12,3.505e-07,2.1676e-12,99770,1.1568,1.1558,1,0.0007,0.025,0.0007,0
0.010426,299.79,3.6277,0.046759,0,3.6237,0.047202,0,0.0078267,0.00053239,0,8.1142e-06,0,0,2.7639e-12,3.4544e-07,2.3893e-12,99770,1.1568,1.1558,1,0.000705,0.025,0.000705,0
0.010456,299.79,3.6385,0.047182,0,3.6345,0.047631,0,0.0078082,0.00053949,0,1.3155e-05,0,0,3.0205e-12,3.4038e-07,2.6111e-12,99770,1.1568,1.1558,1,0.00071,0.025,0.00071,0
0.010487,299.78,3.6492,0.047606,0,3.6452,0.048059,0,0.0077896,0.0005466,0,1.8195e-05,0,0,3.277e-12,3.3532e-07,2.8328e-12,99770,1.1568,1.1558,1,0.000715,0.025,0.000715,0
0.010518,299.78,3.6599,0.048029,0,3.656,0.048488,0,0.0077711,0.0005537,0,2.3236e-05,0,0,3.5336e-12,3.3026e-07,3.0546e-12,99770,1.1568,1.1558,1,0.00072,0.025,0.00072,0
0.010549,299.78,3.6706,0.048452,0,3.6667,0.048916,0,0.0077525,0.00056081,0,2.8277e-05,0,0,3.7901e-12,3.252e-07,3.2764e-12,99770,1.1568,1.1558,1,0.000725,0.025,0.000725,0
0.010575,299.78,3.6795,0.048853,0,3.6757,0.049322,0,0.0077293,0.00056772,0,3.3902e-05,0,0,4.4053e-12,3.2003e-07,3.8081e-12,99770,1.1568,1.1558,1,0.00073,0.025,0.00073,0
0.010597,299.78,3.6874,0.04924,0,3.6835,0.049715,0,0.0077031,0.00057451,0,3.9897e-05,0,0,5.2468e-12,3.1478e-07,4.5356e-12,99770,1.1568,1.1558,1,0.000735,0.025,0.000735,0
0.01062,299.78,3.6952,0.049628,0,3.6914,0.050107,0,0.0076768,0.0005813,0,4.5891e-05,0,0,6.0884e-12,3.0953e-07,5.2631e-12,99770,1.1568,1.1558,1,0.00074,0.025,0.00074,0
0.010642,299.78,3.703,0.050015,0,3.6992,0.0505,0,0.0076506,0.00058809,0,5.1886e-05,0,0,6.93e-12,3.0428e-07,5.9906e-12,99770,1.1568,1.1558,1,0.000745,0.025,0.000745,0
0.010665,299.78,3.7108,0.050402,0,3.707,0.050892,0,0.0076244,0.00059488,0,5.788e-05,0,0,7.7716e-12,2.9903e-07,6.718e-12,99770,1.1568,1.1558,1,0.00075,0.025,0.00075,0
0.010687,299.78,3.7186,0.050789,0,3.7149,0.051284,0,0.0075982,0.00060167,0,6.3875e-05,0,0,8.6131e-12,2.9379e-07,7.4455e-12,99770,1.1568,1.1558,1,0.000755,0.025,0.000755,0
0.01071,299.78,3.7264,0.051176,0,3.7227,0.051677,0,0.007572,0.00060846,0,6.987e-05,0,0,9.4547e-12,2.8854e-07,8.173e-12,99770,1.1568,1.1558,1,0.00076,0.025,0.00076,0
0.010732,299.78,3.7343,0.051563,0,3.7306,0.052069,0,0.0075457,0.00061525,0,7.5864e-05,0,0,1.0296e-11,2.8329e-07,8.9004e-12,99770,1.1568,1.1558,1,0.000765,0.025,0.000765,0
0.010755,299.77,3.7421,0.051951,0,3.7384,0.052462,0,0.0075195,0.00062204,0,8.1859e-05,0,0,1.1138e-11,2.7804e-07,9.6279e-12,99770,1.1568,1.1558,1,0.00077,0.025,0.00077,0
0.01077,299.77,3.7474,0.052301,0,3.7438,0.052817,0,0.0074885,0.00062842,0,8.8599e-05,0,0,1.5688e-11,2.7282e-07,1.3561e-11,99770,1.1568,1.1558,1,0.000775,0.025,0.000775,0
0.010784,299.77,3.7524,0.052645,0,3.7488,0.053166,0,0.0074566,0.00063474,0,9.5466e-05,0,0,2.0873e-11,2.676e-07,1.8043e-11,99770,1.1568,1.1558,1,0.00078,0.025,0.00078,0
0.010798,299.77,3.7573,0.052989,0,3.7538,0.053515,0,0.0074247,0.00064105,0,0.00010233,0,0,2.6059e-11,2.6239e-07,2.2525e-11,99770,1.1568,1.1559,1,0.000785,0.025,0.000785,0
0.010813,299.77,3.7622,0.053333,0,3.7587,0.053865,0,0.0073928,0.00064737,0,0.0001092,0,0,3.1244e-11,2.5717e-07,2.7008e-11,99770,1.1568,1.1559,1,0.00079,0.025,0.00079,0
0.010827,299.77,3.7671,0.053677,0,3.7637,0.054214,0,0.0073609,0.00065368,0,0.00011607,0,0,3.6429e-11,2.5196e-07,3.149e-11,99770,1.1568,1.1559,1,0.000795,0.025,0.000795,0
0.010841,299.77,3.7721,0.054021,0,3.7687,0.054563,0,0.007329,0.00066,0,0.00012294,0,0,4.1614e-11,2.4674e-07,3.5972e-11,99770,1.1568,1.1559,1,0.0008,0.025,0.0008,0
0.010855,299.77,3.777,0.054365,0,3.7736,0.054912,0,0.0072971,0.00066631,0,0.0001298,0,0,4.68e-11,2.4152e-07,4.0454e-11,99770,1.1568,1.1559,1,0.000805,0.025,0.000805,0
0.010869,299.77,3.7819,0.054709,0,3.7786,0.055261,0,0.0072652,0.00067263,0,0.00013667,0,0,5.1985e-11,2.3631e-07,4.4936e-11,99770,1.1569,1.1559,1,0.00081,0.025,0.00081,0
0.010883,299.77,3.7866,0.055048,0,3.7833,0.055606,0,0.0072329,0.00067889,0,0.00014361,0,0,5.8625e-11,2.3118e-07,5.0675e-11,99770,1.1569,1.1559,1,0.000815,0.025,0.000815,0
0.010889,299.77,3.7887,0.055343,0,3.7854,0.055906,0,0.0071973,0.00068459,0,0.00015124,0,0,7.9153e-11,2.2688e-07,6.842e-11,99770,1.1569,1.1559,1,0.00082,0.025,0.00082,0
0.010895,299.77,3.7908,0.055638,0,3.7876,0.056206,0,0.0071617,0.00069029,0,0.00015887,0,0,9.9681e-11,2.2258e-07,8.6164e-11,99770,1.1569,1.1559,1,0.000825,0.025,0.000825,0
0.010901,299.76,3.7929,0.055933,0,3.7897,0.056506,0,0.007126,0.00069599,0,0.0001665,0,0,1.2021e-10,2.1828e-07,1.0391e-10,99770,1.1569,1.1559,1,0.00083,0.025,0.00083,0
0.010907,299.76,3.795,0.056228,0,3.7918,0.056806,0,0.0070904,0.00070169,0,0.00017412,0,0,1.4074e-10,2.1398e-07,1.2165e-10,99770,1.1569,1.1559,1,0.000835,0.025,0.000835,0
0.010913,299.76,3.797,0.056523,0,3.794,0.057106,0,0.0070548,0.00070739,0,0.00018175,0,0,1.6127e-10,2.0968e-07,1.394e-10,99770,1.1569,1.1559,1,0.00084,0.025,0.00084,0
0.010919,299.76,3.7991,0.056818,0,3.7961,0.057406,0,0.0070192,0.0007131,0,0.00018938,0,0,1.8179e-10,2.0538e-07,1.5714e-10,99770,1.1569,1.1559,1,0.000845,0.025,0.000845,0
0.010925,299.76,3.8012,0.057113,0,3.7983,0.057706,0,0.0069835,0.0007188,0,0.00019701,0,0,2.0232e-10,2.0108e-07,1.7489e-10,99770,1.1569,1.1559,1,0.00085,0.025,0.00085,0
0.010931,299.76,3.8033,0.057408,0,3.8004,0.058006,0,0.0069479,0.0007245,0,0.00020464,0,0,2.2285e-10,1.9678e-07,1.9263e-10,99770,1.1569,1.1559,1,0.000855,0.025,0.000855,0
0.010935,299.76,3.8045,0.057685,0,3.8016,0.058288,0,0.0069116,0.00072996,0,0.00021247,0,0,2.3543e-10,1.9335e-07,2.035e-10,99770,1.1569,1.1559,1,0.00086,0.025,0.00086,0
0.010933,299.76,3.8039,0.057926,0,3.8011,0.058534,0,0.0068741,0.00073494,0,0.00022073,0,0,2.3226e-10,1.9166e-07,2.0077e-10,99770,1.1569,1.1559,1,0.000865,0.025,0.000865,0
0.010931,299.76,3.8033,0.058168,0,3.8005,0.05878,0,0.0068366,0.00073991,0,0.00022898,0,0,2.291e-10,1.8996e-07,1.9803e-10,99770,1.1569,1.1559,1,0.00087,0.025,0.00087,0
0.010929,299.76,3.8026,0.058409,0,3.7999,0.059026,0,0.0067991,0.00074489,0,0.00023723,0,0,2.2593e-10,1.8827e-07,1.9529e-10,99770,1.1569,1.1559,1,0.000875,0.025,0.000875,0
0.010927,299.76,3.802,0.05865,0,3.7993,0.059273,0,0.0067615,0.00074987,0,0.00024548,0,0,2.2277e-10,1.8658e-07,1.9256e-10,99770,1.1569,1.1559,1,0.00088,0.025,0.00088,0
0.010926,299.76,3.8014,0.058892,0,3.7988,0.059519,0,0.006724,0.00075484,0,0.00025374,0,0,2.196e-10,1.8489e-07,1.8982e-10,99770,1.1569,1.1559,1,0.000885,0.025,0.000885,0
0.010924,299.76,3.8007,0.059133,0,3.7982,0.059765,0,0.0066865,0.00075982,0,0.00026199,0,0,2.1644e-10,1.8319e-07,1.8708e-10,99770,1.1569,1.1559,1,0.00089,0.025,0.00089,0
0.010922,299.76,3.8001,0.059375,0,3.7976,0.060011,0,0.006649,0.0007648,0,0.00027024,0,0,2.1327e-10,1.815e-07,1.8435e-10,99770,1.1569,1.1559,1,0.000895,0.025,0.000895,0
0.01092,299.75,3.7995,0.059616,0,3.797,0.060258,0,0.0066114,0.00076978,0,0.0002785,0,0,2.1011e-10,1.7981e-07,1.8161e-10,99770,1.1569,1.1559,1,0.0009,0.025,0.0009,0
0.010914,299.75,3.7974,0.059825,0,3.795,0.060471,0,0.0065738,0.00077429,0,0.00028702,0,0,1.9666e-10,1.7916e-07,1.6999e-10,99770,1.1569,1.1559,1,0.000905,0.025,0.000905,0
0.010905,299.75,3.7942,0.060009,0,3.7918,0.06066,0,0.006536,0.00077846,0,0.00029574,0,0,1.7567e-10,1.7928e-07,1.5185e-10,99770,1.1569,1.1559,1,0.00091,0.025,0.00091,0
0.010896,299.75,3.791,0.060194,0,3.7887,0.06085,0,0.0064982,0.00078262,0,0.00030447,0,0,1.5467e-10,1.7939e-07,1.337e-10,99770,1.1569,1.1559,1,0.000915,0.025,0.000915,0
0.010887,299.75,3.7878,0.060379,0,3.7856,0.061039,0,0.0064605,0.00078679,0,0.00031319,0,0,1.3368e-10,1.7951e-07,1.1555e-10,99770,1.1569,1.1559,1,0.00092,0.025,0.00092,0
0.010878,299.75,3.7846,0.060564,0,3.7824,0.061229,0,0.0064227,0.00079096,0,0.00032192,0,0,1.1268e-10,1.7963e-07,9.7403e-11,99770,1.1569,1.1559,1,0.000925,0.025,0.000925,0
0.010868,299.75,3.7814,0.060749,0,3.7793,0.061418,0,0.006385,0.00079513,0,0.00033064,0,0,9.169e-11,1.7974e-07,7.9255e-11,99770,1.1569,1.1559,1,0.00093,0.025,0.00093,0
0.010859,299.75,3.7782,0.060933,0,3.7761,0.061608,0,0.0063472,0.0007993,0,0.00033937,0,0,7.0695e-11,1.7986e-07,6.1108e-11,99770,1.1569,1.1559,1,0.000935,0.025,0.000935,0
0.01085,299.75,3.775,0.061118,0,3.773,0.061797,0,0.0063094,0.00080347,0,0.00034809,0,0,4.9701e-11,1.7998e-07,4.296e-11,99770,1.1569,1.1559,1,0.00094,0.025,0.00094,0
0.010841,299.75,3.7718,0.061303,0,3.7699,0.061987,0,0.0062717,0.00080764,0,0.00035682,0,0,2.8706e-11,1.8009e-07,2.4813e-11,99770,1.1569,1.1559,1,0.000945,0.025,0.000945,0
0.010826,299.75,3.7667,0.06144,0,3.7648,0.062128,0,0.0062349,0.0008111,0,0.0003658,0,0,2.3091e-11,1.8012e-07,1.9959e-11,99770,1.1569,1.1559,1,0.00095,0.025,0.00095,0
0.01081,299.75,3.7611,0.061567,0,3.7593,0.062259,0,0.0061984,0.00081441,0,0.00037484,0,0,2.0917e-11,1.8013e-07,1.808e-11,99770,1.1569,1.1559,1,0.000955,0.025,0.000955,0
0.010794,299.75,3.7555,0.061694,0,3.7538,0.06239,0,0.0061619,0.00081772,0,0.00038387,0,0,1.8743e-11,1.8014e-07,1.6201e-11,99770,1.1569,1.1559,1,0.00096,0.025,0.00096,0
0.010778,299.75,3.7499,0.06182,0,3.7482,0.062521,0,0.0061254,0.00082103,0,0.00039291,0,0,1.6569e-11,1.8015e-07,1.4322e-11,99770,1.1569,1.1559,1,0.000965,0.025,0.000965,0
0.010762,299.75,3.7444,0.061947,0,3.7427,0.062652,0,0.0060889,0.00082434,0,0.00040195,0,0,1.4395e-11,1.8015e-07,1.2442e-11,99770,1.1569,1.1559,1,0.00097,0.025,0.00097,0
0.010746,299.75,3.7388,0.062074,0,3.7372,0.062783,0,0.0060524,0.00082765,0,0.00041099,0,0,1.2221e-11,1.8016e-07,1.0563e-11,99770,1.1569,1.1559,1,0.000975,0.025,0.000975,0
0.01073,299.75,3.7332,0.0622,0,3.7317,0.062914,0,0.0060159,0.00083095,0,0.00042003,0,0,1.0046e-11,1.8017e-07,8.6838e-12,99770,1.1569,1.156,1,0.00098,0.025,0.00098,0
0.010714,299.75,3.7276,0.062327,0,3.7262,0.063045,0,0.0059794,0.00083426,0,0.00042906,0,0,7.8723e-12,1.8018e-07,6.8045e-12,99770,1.1569,1.156,1,0.000985,0.025,0.000985,0
0.010698,299.75,3.7219,0.06245,0,3.7205,0.063173,0,0.005943,0.00083752,0,0.00043811,0,0,5.7986e-12,1.8017e-07,5.0121e-12,99770,1.1569,1.156,1,0.00099,0.025,0.00099,0
0.010675,299.75,3.7142,0.062519,0,3.7129,0.063246,0,0.0059091,0.00083995,0,0.00044731,0,0,5.3492e-12,1.7992e-07,4.6236e-12,99770,1.1569,1.156,1,0.000995,0.025,0.000995,0
0.010653,299.75,3.7065,0.062587,0,3.7052,0.063318,0,0.0058751,0.00084237,0,0.0004565,0,0,4.8998e-12,1.7967e-07,4.2352e-12,99770,1.1569,1.156,1,0.001,0.025,0.001,0
0.010631,299.75,3.6987,0.062655,0,3.6975,0.06339,0,0.0058411,0.0008448,0,0.00046569,0,0,4.4504e-12,1.7943e-07,3.8467e-12,99770,1.1569,1.156,1,0.001005,0.025,0.001005,0
0.010609,299.75,3.691,0.062724,0,3.6899,0.063463,0,0.0058072,0.00084723,0,0.00047489,0,0,4.001e-12,1.7918e-07,3.4583e-12,99770,1.1569,1.156,1,0.00101,0.025,0.00101,0
0.010587,299.75,3.6833,0.062792,0,3.6822,0.063535,0,0.0057732,0.00084965,0,0.00048408,0,0,3.5516e-12,1.7893e-07,3.0698e-12,99770,1.1569,1.156,1,0.001015,0.025,0.001015,0
0.010564,299.75,3.6755,0.06286,0,3.6745,0.063608,0,0.0057393,0.00085208,0,0.00049328,0,0,3.1022e-12,1.7869e-07,2.6814e-12,99770,1.1569,1.156,1,0.00102,0.025,0.00102,0
0.010542,299.75,3.6678,0.062929,0,3.6669,0.06368,0,0.0057053,0.00085451,0,0.00050247,0,0,2.6528e-12,1.7844e-07,2.2929e-12,99770,1.1569,1.156,1,0.001025,0.025,0.001025,0
0.01052,299.75,3.6601,0.062997,0,3.6592,0.063753,0,0.0056714,0.00085694,0,0.00051167,0,0,2.2034e-12,1.7819e-07,1.9045e-12,99770,1.1569,1.156,1,0.00103,0.025,0.00103,0
0.010496,299.75,3.6518,0.063049,0,3.651,0.063808,0,0.0056385,0.0008591,0,0.00052086,0,0,1.8449e-12,1.7788e-07,1.5947e-12,99770,1.1569,1.156,1,0.001035,0.025,0.001035,0
0.010468,299.75,3.6421,0.06306,0,3.6414,0.063823,0,0.0056083,0.00086065,0,0.00053006,0,0,1.6986e-12,1.7741e-07,1.4682e-12,99770,1.1569,1.156,1,0.00104,0.025,0.00104,0
0.010441,299.75,3.6325,0.063071,0,3.6318,0.063838,0,0.005578,0.00086221,0,0.00053926,0,0,1.5524e-12,1.7694e-07,1.3418e-12,99770,1.1569,1.156,1,0.001045,0.025,0.001045,0
0.010413,299.75,3.6228,0.063082,0,3.6222,0.063853,0,0.0055477,0.00086376,0,0.00054846,0,0,1.4061e-12,1.7647e-07,1.2154e-12,99770,1.1569,1.156,1,0.00105,0.025,0.00105,0
0.010385,299.75,3.6132,0.063093,0,3.6126,0.063868,0,0.0055175,0.00086532,0,0.00055766,0,0,1.2598e-12,1.76e-07,1.089e-12,99770,1.1569,1.156,1,0.001055,0.025,0.001055,0
0.010357,299.75,3.6035,0.063105,0,3.603,0.063883,0,0.0054872,0.00086687,0,0.00056686,0,0,1.1136e-12,1.7553e-07,9.6252e-13,99770,1.1569,1.156,1,0.00106,0.025,0.00106,0
0.01033,299.75,3.5939,0.063116,0,3.5935,0.063898,0,0.005457,0.00086842,0,0.00057606,0,0,9.673e-13,1.7506e-07,8.361e-13,99770,1.1569,1.156,1,0.001065,0.025,0.001065,0
0.010302,299.75,3.5842,0.063127,0,3.5839,0.063913,0,0.0054267,0.00086998,0,0.00058526,0,0,8.2103e-13,1.746e-07,7.0967e-13,99770,1.1569,1.156,1,0.00107,0.025,0.00107,0
0.010274,299.75,3.5746,0.063138,0,3.5743,0.063928,0,0.0053965,0.00087153,0,0.00059446,0,0,6.7476e-13,1.7413e-07,5.8324e-13,99770,1.1569,1.156,1,0.001075,0.025,0.001075,0
0.010244,299.75,3.564,0.06312,0,3.5638,0.063913,0,0.0053688,0.00087263,0,0.00060359,0,0,5.777e-13,1.7357e-07,4.9935e-13,99770,1.1569,1.156,1,0.00108,0.025,0.00108,0
0.010211,299.75,3.5527,0.063076,0,3.5526,0.063873,0,0.0053432,0.00087335,0,0.00061266,0,0,5.2257e-13,1.7295e-07,4.5169e-13,99770,1.1569,1.156,1,0.001085,0.025,0.001085,0
0.010179,299.75,3.5414,0.063033,0,3.5413,0.063832,0,0.0053177,0.00087407,0,0.00062173,0,0,4.6744e-13,1.7232e-07,4.0404e-13,99770,1.1569,1.1559,1,0.00109,0.025,0.00109,0
0.010146,299.75,3.5301,0.062989,0,3.5301,0.063792,0,0.0052921,0.00087479,0,0.0006308,0,0,4.1231e-13,1.717e-07,3.5639e-13,99770,1.1569,1.1559,1,0.001095,0.025,0.001095,0
0.010114,299.75,3.5188,0.062945,0,3.5188,0.063752,0,0.0052666,0.0008755,0,0.00063987,0,0,3.5718e-13,1.7107e-07,3.0874e-13,99770,1.1569,1.1559,1,0.0011,0.025,0.0011,0
0.010081,299.75,3.5074,0.062902,0,3.5076,0.063712,0,0.005241,0.00087622,0,0.00064894,0,0,3.0205e-13,1.7045e-07,2.6108e-13,99770,1.1569,1.1559,1,0.001105,0.025,0.001105,0
0.010049,299.76,3.4961,0.062858,0,3.4963,0.063671,0,0.0052155,0.00087694,0,0.00065801,0,0,2.4692e-13,1.6982e-07,2.1343e-13,99770,1.1569,1.1559,1,0.00111,0.025,0.00111,0
0.010016,299.76,3.4848,0.062814,0,3.4851,0.063631,0,0.00519,0.00087766,0,0.00066708,0,0,1.9179e-13,1.692e-07,1.6578e-13,99770,1.1569,1.1559,1,0.001115,0.025,0.001115,0
0.0099837,299.76,3.4735,0.062771,0,3.4738,0.063591,0,0.0051644,0.00087837,0,0.00067615,0,0,1.3666e-13,1.6857e-07,1.1812e-13,99770,1.1569,1.1559,1,0.00112,0.025,0.00112,0
0.009948,299.76,3.4611,0.062687,0,3.4615,0.06351,0,0.0051433,0.00087849,0,0.00068503,0,0,1.1344e-13,1.6787e-07,9.8052e-14,99770,1.1569,1.1559,1,0.001125,0.025,0.001125,0
0.0099114,299.76,3.4483,0.062591,0,3.4488,0.063418,0,0.0051233,0.00087843,0,0.00069385,0,0,9.9218e-14,1.6714e-07,8.5762e-14,99770,1.1569,1.1559,1,0.00113,0.025,0.00113,0
0.0098748,299.76,3.4356,0.062496,0,3.4362,0.063325,0,0.0051034,0.00087838,0,0.00070268,0,0,8.5e-14,1.6642e-07,7.3471e-14,99770,1.1569,1.1559,1,0.001135,0.025,0.001135,0
0.0098382,299.76,3.4229,0.062401,0,3.4235,0.063233,0,0.0050835,0.00087832,0,0.0007115,0,0,7.0781e-14,1.6569e-07,6.1181e-14,99770,1.1569,1.1559,1,0.00114,0.025,0.00114,0
0.0098016,299.76,3.4102,0.062305,0,3.4109,0.063141,0,0.0050635,0.00087826,0,0.00072033,0,0,5.6562e-14,1.6497e-07,4.8891e-14,99770,1.1569,1.1559,1,0.001145,0.025,0.001145,0
0.009765,299.76,3.3974,0.06221,0,3.3982,0.063048,0,0.0050436,0.00087821,0,0.00072916,0,0,4.2343e-14,1.6424e-07,3.6601e-14,99770,1.1569,1.1559,1,0.00115,0.025,0.00115,0
0.0097284,299.76,3.3847,0.062114,0,3.3855,0.062956,0,0.0050237,0.00087815,0,0.00073798,0,0,2.8125e-14,1.6352e-07,2.431e-14,99770,1.1569,1.1559,1,0.001155,0.025,0.001155,0
0.0096918,299.77,3.372,0.062019,0,3.3729,0.062864,0,0.0050038,0.0008781,0,0.00074681,0,0,1.3906e-14,1.6279e-07,1.202e-14,99770,1.1569,1.1559,1,0.00116,0.025,0.00116,0
0.0096552,299.77,3.3592,0.061923,0,3.3602,0.06277,0,0.004984,0.00087803,0,0.00075562,0,0,0,1.6206e-07,0,99770,1.1569,1.1559,1,0.001165,0.025,0.001165,0
0.0096153,299.77,3.3454,0.061779,0,3.3464,0.06263,0,0.0049705,0.00087728,0,0.0007641,0,0,0,1.6128e-07,0,99770,1.1568,1.1559,1,0.00117,0.025,0.00117,0
0.0095754,299.77,3.3315,0.061636,0,3.3326,0.062489,0,0.004957,0.00087654,0,0.00077258,0,0,0,1.605e-07,0,99770,1.1568,1.1559,1,0.001175,0.025,0.001175,0
0.0095354,299.77,3.3176,0.061493,0,3.3188,0.062349,0,0.0049436,0.00087579,0,0.00078105,0,0,0,1.5972e-07,0,99770,1.1568,1.1559,1,0.00118,0.025,0.00118,0
0.0094955,299.77,3.3037,0.06135,0,3.305,0.062208,0,0.0049301,0.00087505,0,0.00078953,0,0,0,1.5894e-07,0,99770,1.1568,1.1559,1,0.001185,0.025,0.001185,0
0.0094556,299.77,3.2898,0.061207,0,3.2912,0.062068,0,0.0049166,0.0008743,0,0.00079801,0,0,0,1.5816e-07,0,99770,1.1568,1.1559,1,0.00119,0.025,0.00119,0
0.0094157,299.77,3.276,0.061063,0,3.2773,0.061927,0,0.0049032,0.00087356,0,0.00080648,0,0,0,1.5737e-07,0,99770,1.1568,1.1559,1,0.001195,0.025,0.001195,0
0.0093758,299.78,3.2621,0.06092,0,3.2635,0.061787,0,0.0048897,0.00087281,0,0.00081496,0,0,0,1.5659e-07,0,99770,1.1568,1.1559,1,0.0012,0.025,0.0012,0
0.0093359,299.78,3.2482,0.060777,0,3.2497,0.061646,0,0.0048762,0.00087207,0,0.00082344,0,0,0,1.5581e-07,0,99770,1.1568,1.1559,1,0.001205,0.025,0.001205,0
0.0092953,299.78,3.2341,0.060622,0,3.2357,0.061494,0,0.0048647,0.00087117,0,0.0008318,0,0,0,1.5502e-07,0,99770,1.1568,1.1559,1,0.00121,0.025,0.00121,0
0.0092528,299.78,3.2193,0.060436,0,3.221,0.06131,0,0.0048584,0.00086984,0,0.00083986,0,0,0,1.5422e-07,0,99770,1.1568,1.1559,1,0.001215,0.025,0.001215,0
0.0092102,299.78,3.2045,0.060249,0,3.2062,0.061125,0,0.0048522,0.0008685,0,0.00084791,0,0,0,1.5341e-07,0,99770,1.1568,1.1559,1,0.00122,0.025,0.00122,0
0.0091677,299.78,3.1897,0.060062,0,3.1915,0.060941,0,0.004846,0.00086717,0,0.00085596,0,0,0,1.5261e-07,0,99770,1.1568,1.1559,1,0.001225,0.025,0.001225,0
0.0091251,299.79,3.1749,0.059876,0,3.1768,0.060757,0,0.0048397,0.00086584,0,0.00086401,0,0,0,1.518e-07,0,99770,1.1568,1.1559,1,0.00123,0.025,0.00123,0
0.0090826,299.79,3.1601,0.059689,0,3.1621,0.060572,0,0.0048335,0.0008645,0,0.00087207,0,0,0,1.51e-07,0,99770,1.1568,1.1558,1,0.001235,0.025,0.001235,0
