"Ma","T","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","alphat","k","nut","p","rho","rhoMean","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00904,299.79,3.1453,0.059502,0,3.1473,0.060388,0,0.0048272,0.00086317,0,0.00088012,0,0,0,1.5019e-07,0,99770,1.1568,1.1558,1,0.00124,0.025,0.00124,0
0.0089975,299.79,3.1305,0.059316,0,3.1326,0.060204,0,0.004821,0.00086184,0,0.00088817,0,0,0,1.4939e-07,0,99770,1.1568,1.1558,1,0.001245,0.025,0.001245,0
0.008955,299.79,3.1157,0.059129,0,3.1179,0.06002,0,0.0048148,0.00086051,0,0.00089622,0,0,0,1.4858e-07,0,99770,1.1567,1.1558,1,0.00125,0.025,0.00125,0
0.0089114,299.8,3.1006,0.058923,0,3.1028,0.059816,0,0.0048126,0.00085893,0,0.00090403,0,0,0,1.4778e-07,0,99770,1.1567,1.1558,1,0.001255,0.025,0.001255,0
0.0088669,299.8,3.0851,0.058698,0,3.0874,0.059592,0,0.0048143,0.00085713,0,0.0009116,0,0,0,1.4697e-07,0,99770,1.1567,1.1558,1,0.00126,0.025,0.00126,0
0.0088225,299.8,3.0697,0.058473,0,3.072,0.059369,0,0.0048161,0.00085532,0,0.00091916,0,0,0,1.4617e-07,0,99770,1.1567,1.1558,1,0.001265,0.025,0.001265,0
0.008778,299.8,3.0542,0.058247,0,3.0566,0.059146,0,0.0048178,0.00085351,0,0.00092672,0,0,0,1.4537e-07,0,99770,1.1567,1.1558,1,0.00127,0.025,0.00127,0
0.0087335,299.81,3.0387,0.058022,0,3.0412,0.058923,0,0.0048195,0.0008517,0,0.00093429,0,0,0,1.4457e-07,0,99770,1.1567,1.1558,1,0.001275,0.025,0.001275,0
0.008689,299.81,3.0232,0.057797,0,3.0258,0.058699,0,0.0048213,0.0008499,0,0.00094185,0,0,0,1.4376e-07,0,99770,1.1567,1.1558,1,0.00128,0.025,0.00128,0
0.0086445,299.81,3.0078,0.057572,0,3.0104,0.058476,0,0.004823,0.00084809,0,0.00094942,0,0,0,1.4296e-07,0,99770,1.1567,1.1558,1,0.001285,0.025,0.001285,0
0.0086,299.81,2.9923,0.057346,0,2.995,0.058253,0,0.0048248,0.00084628,0,0.00095698,0,0,0,1.4216e-07,0,99770,1.1567,1.1558,1,0.00129,0.025,0.00129,0
0.0085555,299.81,2.9768,0.057121,0,2.9796,0.05803,0,0.0048265,0.00084447,0,0.00096455,0,0,0,1.4136e-07,0,99770,1.1567,1.1558,1,0.001295,0.025,0.001295,0
0.00851,299.82,2.961,0.056871,0,2.9639,0.057781,0,0.0048347,0.0008424,0,0.00097172,0,0,0,1.4057e-07,0,99770,1.1567,1.1558,1,0.0013,0.025,0.0013,0
0.0084642,299.82,2.9451,0.056612,0,2.948,0.057524,0,0.0048452,0.00084023,0,0.00097876,0,0,0,1.3979e-07,0,99770,1.1567,1.1557,1,0.001305,0.025,0.001305,0
0.0084183,299.82,2.9291,0.056353,0,2.9322,0.057266,0,0.0048556,0.00083807,0,0.00098579,0,0,0,1.39e-07,0,99770,1.1566,1.1557,1,0.00131,0.025,0.00131,0
0.0083725,299.82,2.9132,0.056094,0,2.9163,0.057009,0,0.0048661,0.0008359,0,0.00099283,0,0,0,1.3822e-07,0,99770,1.1566,1.1557,1,0.001315,0.025,0.001315,0
0.0083267,299.83,2.8973,0.055835,0,2.9004,0.056752,0,0.0048765,0.00083373,0,0.00099987,0,0,0,1.3744e-07,0,99770,1.1566,1.1557,1,0.00132,0.025,0.00132,0
0.0082808,299.83,2.8813,0.055576,0,2.8846,0.056494,0,0.0048869,0.00083157,0,0.0010069,0,0,0,1.3665e-07,0,99770,1.1566,1.1557,1,0.001325,0.025,0.001325,0
0.008235,299.83,2.8654,0.055317,0,2.8687,0.056237,0,0.0048974,0.0008294,0,0.0010139,0,0,0,1.3587e-07,0,99770,1.1566,1.1557,1,0.00133,0.025,0.00133,0
0.0081892,299.83,2.8495,0.055058,0,2.8528,0.05598,0,0.0049078,0.00082724,0,0.001021,0,0,0,1.3509e-07,0,99770,1.1566,1.1557,1,0.001335,0.025,0.001335,0
0.0081433,299.84,2.8335,0.054799,0,2.837,0.055722,0,0.0049183,0.00082507,0,0.001028,0,0,0,1.3431e-07,0,99770,1.1566,1.1557,1,0.00134,0.025,0.00134,0
0.0080967,299.84,2.8173,0.054511,0,2.8208,0.055436,0,0.0049379,0.00082267,0,0.0010345,0,0,0,1.3356e-07,0,99770,1.1566,1.1557,1,0.001345,0.025,0.001345,0
0.0080501,299.84,2.8011,0.054224,0,2.8047,0.05515,0,0.0049577,0.00082026,0,0.001041,0,0,0,1.3281e-07,0,99770,1.1566,1.1557,1,0.00135,0.025,0.00135,0
0.0080035,299.85,2.7849,0.053936,0,2.7886,0.054864,0,0.0049775,0.00081785,0,0.0010475,0,0,0,1.3205e-07,0,99770,1.1565,1.1557,1,0.001355,0.025,0.001355,0
0.0079569,299.85,2.7687,0.053648,0,2.7724,0.054577,0,0.0049973,0.00081544,0,0.001054,0,0,0,1.313e-07,0,99770,1.1565,1.1556,1,0.00136,0.025,0.00136,0
0.0079103,299.85,2.7525,0.053361,0,2.7563,0.054291,0,0.0050171,0.00081304,0,0.0010604,0,0,0,1.3055e-07,0,99770,1.1565,1.1556,1,0.001365,0.025,0.001365,0
0.0078637,299.85,2.7363,0.053073,0,2.7402,0.054005,0,0.0050369,0.00081063,0,0.0010669,0,0,0,1.298e-07,0,99770,1.1565,1.1556,1,0.00137,0.025,0.00137,0
0.0078171,299.86,2.7201,0.052785,0,2.724,0.053718,0,0.0050567,0.00080822,0,0.0010734,0,0,0,1.2905e-07,0,99770,1.1565,1.1556,1,0.001375,0.025,0.001375,0
0.0077705,299.86,2.7039,0.052498,0,2.7079,0.053432,0,0.0050765,0.00080582,0,0.0010799,0,0,0,1.283e-07,0,99770,1.1565,1.1556,1,0.00138,0.025,0.00138,0
0.0077238,299.86,2.6877,0.052204,0,2.6918,0.05314,0,0.0050986,0.00080338,0,0.0010862,0,0,0,1.2756e-07,0,99770,1.1565,1.1556,1,0.001385,0.025,0.001385,0
0.0076769,299.87,2.6714,0.051893,0,2.6755,0.05283,0,0.0051283,0.00080084,0,0.0010922,0,0,0,1.2685e-07,0,99770,1.1565,1.1556,1,0.00139,0.025,0.00139,0
0.0076301,299.87,2.6551,0.051581,0,2.6593,0.052519,0,0.005158,0.0007983,0,0.0010981,0,0,0,1.2614e-07,0,99770,1.1565,1.1556,1,0.001395,0.025,0.001395,0
0.0075832,299.87,2.6388,0.05127,0,2.6431,0.052209,0,0.0051878,0.00079575,0,0.001104,0,0,0,1.2543e-07,0,99770,1.1564,1.1556,1,0.0014,0.025,0.0014,0
0.0075363,299.88,2.6225,0.050958,0,2.6269,0.051899,0,0.0052175,0.00079321,0,0.0011099,0,0,0,1.2471e-07,0,99770,1.1564,1.1556,1,0.001405,0.025,0.001405,0
0.0074894,299.88,2.6062,0.050647,0,2.6106,0.051588,0,0.0052473,0.00079067,0,0.0011159,0,0,0,1.24e-07,0,99770,1.1564,1.1555,1,0.00141,0.025,0.00141,0
0.0074426,299.88,2.5899,0.050335,0,2.5944,0.051278,0,0.005277,0.00078813,0,0.0011218,0,0,0,1.2329e-07,0,99770,1.1564,1.1555,1,0.001415,0.025,0.001415,0
0.0073957,299.89,2.5736,0.050024,0,2.5782,0.050967,0,0.0053068,0.00078559,0,0.0011277,0,0,0,1.2258e-07,0,99770,1.1564,1.1555,1,0.00142,0.025,0.00142,0
0.0073488,299.89,2.5573,0.049712,0,2.562,0.050657,0,0.0053365,0.00078305,0,0.0011336,0,0,0,1.2187e-07,0,99770,1.1564,1.1555,1,0.001425,0.025,0.001425,0
0.007302,299.89,2.541,0.049392,0,2.5458,0.050337,0,0.0053711,0.00078049,0,0.0011393,0,0,0,1.2117e-07,0,99770,1.1564,1.1555,1,0.00143,0.025,0.00143,0
0.0072553,299.9,2.5248,0.049061,0,2.5296,0.050007,0,0.0054112,0.00077791,0,0.0011447,0,0,0,1.2051e-07,0,99770,1.1564,1.1555,1,0.001435,0.025,0.001435,0
0.0072086,299.9,2.5085,0.048731,0,2.5134,0.049677,0,0.0054514,0.00077533,0,0.00115,0,0,0,1.1984e-07,0,99770,1.1563,1.1555,1,0.00144,0.025,0.00144,0
0.0071619,299.9,2.4923,0.0484,0,2.4973,0.049348,0,0.0054915,0.00077275,0,0.0011554,0,0,0,1.1917e-07,0,99770,1.1563,1.1555,1,0.001445,0.025,0.001445,0
0.0071152,299.91,2.476,0.048069,0,2.4811,0.049018,0,0.0055317,0.00077018,0,0.0011608,0,0,0,1.185e-07,0,99770,1.1563,1.1554,1,0.00145,0.025,0.00145,0
0.0070685,299.91,2.4598,0.047739,0,2.4649,0.048688,0,0.0055718,0.0007676,0,0.0011661,0,0,0,1.1783e-07,0,99770,1.1563,1.1554,1,0.001455,0.025,0.001455,0
0.0070217,299.91,2.4436,0.047408,0,2.4488,0.048358,0,0.005612,0.00076502,0,0.0011715,0,0,0,1.1716e-07,0,99770,1.1563,1.1554,1,0.00146,0.025,0.00146,0
0.006975,299.92,2.4273,0.047078,0,2.4326,0.048028,0,0.0056521,0.00076244,0,0.0011769,0,0,0,1.1649e-07,0,99770,1.1563,1.1554,1,0.001465,0.025,0.001465,0
0.0069283,299.92,2.4111,0.046747,0,2.4164,0.047698,0,0.0056923,0.00075986,0,0.0011822,0,0,0,1.1582e-07,0,99770,1.1563,1.1554,1,0.00147,0.025,0.00147,0
0.006882,299.92,2.395,0.046406,0,2.4004,0.047358,0,0.00574,0.00075731,0,0.0011872,0,0,0,1.1518e-07,0,99770,1.1563,1.1554,1,0.001475,0.025,0.001475,0
0.0068359,299.93,2.3789,0.046061,0,2.3845,0.047013,0,0.0057908,0.00075478,0,0.001192,0,0,0,1.1455e-07,0,99770,1.1562,1.1554,1,0.00148,0.025,0.00148,0
0.0067897,299.93,2.3629,0.045716,0,2.3685,0.046668,0,0.0058416,0.00075224,0,0.0011969,0,0,0,1.1392e-07,0,99770,1.1562,1.1554,1,0.001485,0.025,0.001485,0
0.0067436,299.93,2.3468,0.04537,0,2.3525,0.046324,0,0.0058924,0.00074971,0,0.0012017,0,0,0,1.1329e-07,0,99770,1.1562,1.1553,1,0.00149,0.025,0.00149,0
0.0066974,299.94,2.3308,0.045025,0,2.3366,0.045979,0,0.0059432,0.00074717,0,0.0012065,0,0,0,1.1267e-07,0,99770,1.1562,1.1553,1,0.001495,0.025,0.001495,0
0.0066513,299.94,2.3148,0.04468,0,2.3206,0.045634,0,0.0059941,0.00074464,0,0.0012114,0,0,0,1.1204e-07,0,99770,1.1562,1.1553,1,0.0015,0.025,0.0015,0
0.0066052,299.94,2.2987,0.044335,0,2.3046,0.045289,0,0.0060449,0.0007421,0,0.0012162,0,0,0,1.1141e-07,0,99770,1.1562,1.1553,1,0.001505,0.025,0.001505,0
0.006559,299.95,2.2827,0.04399,0,2.2887,0.044945,0,0.0060957,0.00073957,0,0.001221,0,0,0,1.1078e-07,0,99770,1.1562,1.1553,1,0.00151,0.025,0.00151,0
0.0065129,299.95,2.2666,0.043644,0,2.2727,0.0446,0,0.0061465,0.00073704,0,0.0012258,0,0,0,1.1016e-07,0,99770,1.1561,1.1553,1,0.001515,0.025,0.001515,0
0.0064676,299.95,2.2509,0.043289,0,2.257,0.044245,0,0.0062075,0.0007346,0,0.0012302,0,0,0,1.0957e-07,0,99770,1.1561,1.1553,1,0.00152,0.025,0.00152,0
0.0064223,299.96,2.2351,0.042934,0,2.2414,0.04389,0,0.006269,0.00073218,0,0.0012345,0,0,0,1.0898e-07,0,99770,1.1561,1.1553,1,0.001525,0.025,0.001525,0
0.006377,299.96,2.2194,0.042578,0,2.2257,0.043534,0,0.0063305,0.00072975,0,0.0012388,0,0,0,1.0839e-07,0,99770,1.1561,1.1552,1,0.00153,0.025,0.00153,0
0.0063317,299.97,2.2036,0.042222,0,2.21,0.043179,0,0.006392,0.00072732,0,0.0012431,0,0,0,1.078e-07,0,99770,1.1561,1.1552,1,0.001535,0.025,0.001535,0
0.0062865,299.97,2.1879,0.041867,0,2.1944,0.042823,0,0.0064536,0.0007249,0,0.0012474,0,0,0,1.0721e-07,0,99770,1.1561,1.1552,1,0.00154,0.025,0.00154,0
0.0062412,299.97,2.1722,0.041511,0,2.1787,0.042468,0,0.0065151,0.00072247,0,0.0012517,0,0,0,1.0663e-07,0,99770,1.1561,1.1552,1,0.001545,0.025,0.001545,0
0.0061959,299.98,2.1564,0.041155,0,2.1631,0.042112,0,0.0065766,0.00072004,0,0.001256,0,0,0,1.0604e-07,0,99770,1.156,1.1552,1,0.00155,0.025,0.00155,0
0.0061506,299.98,2.1407,0.040799,0,2.1474,0.041757,0,0.0066381,0.00071762,0,0.0012603,0,0,0,1.0545e-07,0,99770,1.156,1.1552,1,0.001555,0.025,0.001555,0
0.0061056,299.98,2.125,0.040442,0,2.1318,0.0414,0,0.0067016,0.00071522,0,0.0012646,0,0,0,1.0487e-07,0,99770,1.156,1.1552,1,0.00156,0.025,0.00156,0
0.0060615,299.99,2.1097,0.04008,0,2.1166,0.041037,0,0.0067736,0.00071295,0,0.0012684,0,0,0,1.0432e-07,0,99770,1.156,1.1551,1,0.001565,0.025,0.001565,0
0.0060174,299.99,2.0943,0.039718,0,2.1013,0.040675,0,0.0068456,0.00071068,0,0.0012722,0,0,0,1.0377e-07,0,99770,1.156,1.1551,1,0.00157,0.025,0.00157,0
0.0059733,299.99,2.079,0.039356,0,2.0861,0.040313,0,0.0069175,0.00070841,0,0.001276,0,0,0,1.0322e-07,0,99770,1.156,1.1551,1,0.001575,0.025,0.001575,0
0.0059291,300,2.0636,0.038994,0,2.0708,0.039951,0,0.0069895,0.00070614,0,0.0012798,0,0,0,1.0267e-07,0,99770,1.156,1.1551,1,0.00158,0.025,0.00158,0
0.005885,300,2.0483,0.038631,0,2.0555,0.039588,0,0.0070615,0.00070387,0,0.0012836,0,0,0,1.0211e-07,0,99770,1.156,1.1551,1,0.001585,0.025,0.001585,0
0.0058409,300,2.033,0.038269,0,2.0403,0.039226,0,0.0071335,0.00070161,0,0.0012874,0,0,0,1.0156e-07,0,99770,1.1559,1.1551,1,0.00159,0.025,0.00159,0
0.0057968,300.01,2.0176,0.037907,0,2.025,0.038864,0,0.0072054,0.00069934,0,0.0012913,0,0,0,1.0101e-07,0,99770,1.1559,1.1551,1,0.001595,0.025,0.001595,0
0.0057527,300.01,2.0023,0.037545,0,2.0098,0.038501,0,0.0072774,0.00069707,0,0.0012951,0,0,0,1.0046e-07,0,99770,1.1559,1.1551,1,0.0016,0.025,0.0016,0
0.0057092,300.01,1.9871,0.037181,0,1.9947,0.038137,0,0.0073536,0.00069488,0,0.0012987,0,0,0,9.9924e-08,0,99770,1.1559,1.155,1,0.001605,0.025,0.001605,0
0.0056664,300.02,1.9723,0.036816,0,1.98,0.037772,0,0.0074356,0.0006928,0,0.001302,0,0,0,9.9406e-08,0,99770,1.1559,1.155,1,0.00161,0.025,0.00161,0
0.0056236,300.02,1.9574,0.03645,0,1.9652,0.037406,0,0.0075175,0.00069073,0,0.0013054,0,0,0,9.8887e-08,0,99770,1.1559,1.155,1,0.001615,0.025,0.001615,0
0.0055809,300.03,1.9425,0.036085,0,1.9504,0.03704,0,0.0075994,0.00068865,0,0.0013087,0,0,0,9.8368e-08,0,99770,1.1559,1.155,1,0.00162,0.025,0.00162,0
0.0055381,300.03,1.9277,0.035719,0,1.9356,0.036674,0,0.0076813,0.00068657,0,0.0013121,0,0,0,9.785e-08,0,99770,1.1558,1.155,1,0.001625,0.025,0.001625,0
0.0054954,300.03,1.9128,0.035354,0,1.9208,0.036309,0,0.0077632,0.00068449,0,0.0013154,0,0,0,9.7331e-08,0,99770,1.1558,1.155,1,0.00163,0.025,0.00163,0
0.0054526,300.04,1.8979,0.034988,0,1.9061,0.035943,0,0.0078452,0.00068242,0,0.0013187,0,0,0,9.6812e-08,0,99770,1.1558,1.155,1,0.001635,0.025,0.001635,0
0.0054098,300.04,1.8831,0.034623,0,1.8913,0.035577,0,0.0079271,0.00068034,0,0.0013221,0,0,0,9.6294e-08,0,99770,1.1558,1.1549,1,0.00164,0.025,0.00164,0
0.0053671,300.04,1.8682,0.034258,0,1.8765,0.035211,0,0.008009,0.00067826,0,0.0013254,0,0,0,9.5775e-08,0,99770,1.1558,1.1549,1,0.001645,0.025,0.001645,0
0.0053254,300.05,1.8537,0.033892,0,1.8621,0.034845,0,0.0080971,0.00067633,0,0.0013285,0,0,0,9.5275e-08,0,99770,1.1558,1.1549,1,0.00165,0.025,0.00165,0
0.0052841,300.05,1.8393,0.033527,0,1.8478,0.034479,0,0.0081881,0.00067446,0,0.0013314,0,0,0,9.4785e-08,0,99770,1.1558,1.1549,1,0.001655,0.025,0.001655,0
0.0052429,300.05,1.825,0.033161,0,1.8336,0.034113,0,0.0082792,0.0006726,0,0.0013343,0,0,0,9.4295e-08,0,99770,1.1558,1.1549,1,0.00166,0.025,0.00166,0
0.0052017,300.06,1.8107,0.032796,0,1.8194,0.033747,0,0.0083702,0.00067073,0,0.0013372,0,0,0,9.3804e-08,0,99770,1.1557,1.1549,1,0.001665,0.025,0.001665,0
0.0051605,300.06,1.7963,0.032431,0,1.8051,0.033381,0,0.0084613,0.00066887,0,0.0013401,0,0,0,9.3314e-08,0,99770,1.1557,1.1549,1,0.00167,0.025,0.00167,0
0.0051193,300.06,1.782,0.032065,0,1.7909,0.033015,0,0.0085523,0.00066701,0,0.001343,0,0,0,9.2824e-08,0,99770,1.1557,1.1549,1,0.001675,0.025,0.001675,0
0.005078,300.06,1.7677,0.0317,0,1.7766,0.032649,0,0.0086434,0.00066514,0,0.0013458,0,0,0,9.2333e-08,0,99770,1.1557,1.1548,1,0.00168,0.025,0.00168,0
0.0050368,300.07,1.7533,0.031334,0,1.7624,0.032283,0,0.0087344,0.00066328,0,0.0013487,0,0,0,9.1843e-08,0,99770,1.1557,1.1548,1,0.001685,0.025,0.001685,0
0.0049956,300.07,1.739,0.030969,0,1.7482,0.031917,0,0.0088255,0.00066142,0,0.0013516,0,0,0,9.1352e-08,0,99770,1.1557,1.1548,1,0.00169,0.025,0.00169,0
0.0049559,300.07,1.7252,0.030606,0,1.7344,0.031554,0,0.008924,0.00065976,0,0.0013541,0,0,0,9.0884e-08,0,99770,1.1557,1.1548,1,0.001695,0.025,0.001695,0
0.0049163,300.08,1.7114,0.030243,0,1.7208,0.03119,0,0.0090232,0.00065812,0,0.0013566,0,0,0,9.0417e-08,0,99770,1.1557,1.1548,1,0.0017,0.025,0.0017,0
0.0048768,300.08,1.6976,0.029881,0,1.7071,0.030826,0,0.0091223,0.00065648,0,0.0013591,0,0,0,8.9951e-08,0,99770,1.1556,1.1548,1,0.001705,0.025,0.001705,0
0.0048372,300.08,1.6839,0.029518,0,1.6935,0.030463,0,0.0092215,0.00065485,0,0.0013615,0,0,0,8.9485e-08,0,99770,1.1556,1.1548,1,0.00171,0.025,0.00171,0
0.0047977,300.09,1.6701,0.029155,0,1.6798,0.030099,0,0.0093207,0.00065321,0,0.001364,0,0,0,8.9018e-08,0,99770,1.1556,1.1547,1,0.001715,0.025,0.001715,0
0.0047581,300.09,1.6564,0.028793,0,1.6661,0.029736,0,0.0094199,0.00065157,0,0.0013665,0,0,0,8.8552e-08,0,99770,1.1556,1.1547,1,0.00172,0.025,0.00172,0
0.0047185,300.09,1.6426,0.02843,0,1.6525,0.029372,0,0.0095191,0.00064993,0,0.0013689,0,0,0,8.8085e-08,0,99770,1.1556,1.1547,1,0.001725,0.025,0.001725,0
0.004679,300.09,1.6288,0.028067,0,1.6388,0.029009,0,0.0096183,0.0006483,0,0.0013714,0,0,0,8.7619e-08,0,99770,1.1556,1.1547,1,0.00173,0.025,0.00173,0
0.0046397,300.1,1.6152,0.027705,0,1.6252,0.028646,0,0.0097185,0.00064669,0,0.0013738,0,0,2.0848e-17,8.7156e-08,1.8043e-17,99770,1.1556,1.1547,1,0.001735,0.025,0.001735,0
0.0046018,300.1,1.602,0.027348,0,1.6122,0.028287,0,0.0098247,0.00064529,0,0.0013758,0,0,1.5799e-16,8.6709e-08,1.3674e-16,99770,1.1556,1.1547,1,0.00174,0.025,0.00174,0
0.004564,300.1,1.5888,0.02699,0,1.5991,0.027929,0,0.0099309,0.00064388,0,0.0013779,0,0,2.9514e-16,8.6263e-08,2.5543e-16,99770,1.1556,1.1547,1,0.001745,0.025,0.001745,0
0.0045262,300.11,1.5757,0.026633,0,1.5861,0.02757,0,0.010037,0.00064247,0,0.0013799,0,0,4.3229e-16,8.5817e-08,3.7413e-16,99770,1.1555,1.1547,1,0.00175,0.025,0.00175,0
0.0044884,300.11,1.5625,0.026275,0,1.573,0.027211,0,0.010143,0.00064106,0,0.001382,0,0,5.6943e-16,8.537e-08,4.9282e-16,99770,1.1555,1.1547,1,0.001755,0.025,0.001755,0
0.0044505,300.11,1.5494,0.025917,0,1.56,0.026852,0,0.010249,0.00063966,0,0.001384,0,0,7.0658e-16,8.4924e-08,6.1151e-16,99770,1.1555,1.1546,1,0.00176,0.025,0.00176,0
0.0044127,300.11,1.5362,0.02556,0,1.5469,0.026494,0,0.010356,0.00063825,0,0.0013861,0,0,8.4372e-16,8.4478e-08,7.3021e-16,99770,1.1555,1.1546,1,0.001765,0.025,0.001765,0
0.0043749,300.12,1.5231,0.025202,0,1.5339,0.026135,0,0.010462,0.00063684,0,0.0013881,0,0,9.8087e-16,8.4031e-08,8.489e-16,99770,1.1555,1.1546,1,0.00177,0.025,0.00177,0
0.0043371,300.12,1.5099,0.024844,0,1.5208,0.025776,0,0.010568,0.00063543,0,0.0013902,0,0,1.118e-15,8.3585e-08,9.6759e-16,99770,1.1555,1.1546,1,0.001775,0.025,0.001775,0
0.0043,300.12,1.497,0.02449,0,1.508,0.02542,0,0.010676,0.00063412,0,0.0013921,0,0,1.6683e-15,8.3145e-08,1.4439e-15,99770,1.1555,1.1546,1,0.00178,0.025,0.00178,0
0.0042639,300.12,1.4845,0.024139,0,1.4956,0.025069,0,0.010788,0.00063294,0,0.0013937,0,0,2.8541e-15,8.2716e-08,2.4702e-15,99770,1.1555,1.1546,1,0.001785,0.025,0.001785,0
0.0042279,300.13,1.4719,0.023789,0,1.4832,0.024717,0,0.0109,0.00063176,0,0.0013954,0,0,4.0399e-15,8.2287e-08,3.4965e-15,99770,1.1555,1.1546,1,0.00179,0.025,0.00179,0
0.0041919,300.13,1.4594,0.023438,0,1.4708,0.024365,0,0.011012,0.00063058,0,0.001397,0,0,5.2257e-15,8.1858e-08,4.5229e-15,99770,1.1555,1.1546,1,0.001795,0.025,0.001795,0
0.0041559,300.13,1.4469,0.023088,0,1.4583,0.024014,0,0.011124,0.00062941,0,0.0013987,0,0,6.4115e-15,8.1428e-08,5.5492e-15,99770,1.1555,1.1545,1,0.0018,0.025,0.0018,0
0.0041199,300.13,1.4343,0.022738,0,1.4459,0.023662,0,0.011236,0.00062823,0,0.0014003,0,0,7.5973e-15,8.0999e-08,6.5755e-15,99770,1.1554,1.1545,1,0.001805,0.025,0.001805,0
0.0040838,300.13,1.4218,0.022387,0,1.4335,0.02331,0,0.011348,0.00062705,0,0.0014019,0,0,8.7831e-15,8.057e-08,7.6018e-15,99770,1.1554,1.1545,1,0.00181,0.025,0.00181,0
0.0040478,300.14,1.4093,0.022037,0,1.4211,0.022958,0,0.01146,0.00062587,0,0.0014036,0,0,9.9689e-15,8.014e-08,8.6281e-15,99770,1.1554,1.1545,1,0.001815,0.025,0.001815,0
0.0040118,300.14,1.3967,0.021686,0,1.4087,0.022607,0,0.011571,0.00062469,0,0.0014052,0,0,1.1155e-14,7.9711e-08,9.6544e-15,99770,1.1554,1.1545,1,0.00182,0.025,0.00182,0
0.0039769,300.14,1.3846,0.021341,0,1.3966,0.02226,0,0.011686,0.00062366,0,0.0014066,0,0,1.2726e-14,7.9291e-08,1.1014e-14,99770,1.1554,1.1545,1,0.001825,0.025,0.001825,0
0.0039427,300.14,1.3727,0.021,0,1.3848,0.021917,0,0.011803,0.0006227,0,0.0014079,0,0,1.452e-14,7.8875e-08,1.2567e-14,99770,1.1554,1.1545,1,0.00183,0.025,0.00183,0
0.0039085,300.14,1.3608,0.020658,0,1.3731,0.021574,0,0.011919,0.00062174,0,0.0014092,0,0,1.6313e-14,7.846e-08,1.412e-14,99770,1.1554,1.1545,1,0.001835,0.025,0.001835,0
0.0038743,300.15,1.3489,0.020316,0,1.3613,0.021231,0,0.012035,0.00062079,0,0.0014104,0,0,1.8107e-14,7.8045e-08,1.5672e-14,99770,1.1554,1.1545,1,0.00184,0.025,0.00184,0
0.0038401,300.15,1.337,0.019975,0,1.3495,0.020888,0,0.012152,0.00061983,0,0.0014117,0,0,1.9901e-14,7.763e-08,1.7225e-14,99770,1.1554,1.1545,1,0.001845,0.025,0.001845,0
0.0038059,300.15,1.3251,0.019633,0,1.3377,0.020545,0,0.012268,0.00061888,0,0.0014129,0,0,2.1695e-14,7.7215e-08,1.8777e-14,99770,1.1554,1.1544,1,0.00185,0.025,0.00185,0
0.0037717,300.15,1.3132,0.019292,0,1.3259,0.020202,0,0.012385,0.00061792,0,0.0014142,0,0,2.3488e-14,7.68e-08,2.033e-14,99770,1.1554,1.1544,1,0.001855,0.025,0.001855,0
0.0037375,300.15,1.3013,0.01895,0,1.3141,0.019859,0,0.012501,0.00061697,0,0.0014154,0,0,2.5282e-14,7.6385e-08,2.1882e-14,99770,1.1554,1.1544,1,0.00186,0.025,0.00186,0
0.0037033,300.15,1.2894,0.018608,0,1.3023,0.019515,0,0.012617,0.00061601,0,0.0014167,0,0,2.7076e-14,7.5969e-08,2.3435e-14,99770,1.1554,1.1544,1,0.001865,0.025,0.001865,0
0.0036707,300.16,1.278,0.018276,0,1.2911,0.019181,0,0.012737,0.00061524,0,0.0014176,0,0,2.8267e-14,7.5565e-08,2.4466e-14,99770,1.1554,1.1544,1,0.00187,0.025,0.00187,0
0.0036383,300.16,1.2667,0.017944,0,1.28,0.018848,0,0.012856,0.0006145,0,0.0014185,0,0,2.9373e-14,7.5162e-08,2.5424e-14,99770,1.1553,1.1544,1,0.001875,0.025,0.001875,0
0.0036059,300.16,1.2555,0.017613,0,1.2688,0.018515,0,0.012976,0.00061376,0,0.0014194,0,0,3.0479e-14,7.476e-08,2.6381e-14,99770,1.1553,1.1544,1,0.00188,0.025,0.00188,0
0.0035735,300.16,1.2442,0.017282,0,1.2577,0.018182,0,0.013096,0.00061301,0,0.0014203,0,0,3.1586e-14,7.4357e-08,2.7339e-14,99770,1.1553,1.1544,1,0.001885,0.025,0.001885,0
0.0035412,300.16,1.2329,0.01695,0,1.2465,0.017849,0,0.013215,0.00061227,0,0.0014212,0,0,3.2692e-14,7.3954e-08,2.8296e-14,99770,1.1553,1.1544,1,0.00189,0.025,0.00189,0
0.0035088,300.16,1.2217,0.016619,0,1.2354,0.017516,0,0.013335,0.00061153,0,0.001422,0,0,3.3798e-14,7.3552e-08,2.9254e-14,99770,1.1553,1.1544,1,0.001895,0.025,0.001895,0
0.0034764,300.16,1.2104,0.016288,0,1.2242,0.017183,0,0.013455,0.00061078,0,0.0014229,0,0,3.4904e-14,7.3149e-08,3.0211e-14,99770,1.1553,1.1544,1,0.0019,0.025,0.0019,0
0.003444,300.16,1.1991,0.015956,0,1.2131,0.01685,0,0.013574,0.00061004,0,0.0014238,0,0,3.601e-14,7.2746e-08,3.1169e-14,99770,1.1553,1.1544,1,0.001905,0.025,0.001905,0
