"E:0","E:1","E:2","epsilon","epsilonD","epsilonI","volt","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2.1271e-10,2.7133e+06,0.0050049,1,nan,nan,7754.8,1,0.0012738,0,0.0046738,0
-2.1228e-10,2.7077e+06,0.0050049,1,nan,nan,7736.7,1,0.0012804,0,0.0046804,0
-2.1184e-10,2.7022e+06,0.0050049,1,nan,nan,7718.6,1,0.001287,0,0.004687,0
-2.1141e-10,2.6966e+06,0.0050049,1,nan,nan,7700.5,1,0.0012936,0,0.0046936,0
-2.1097e-10,2.6911e+06,0.0050049,1,nan,nan,7682.4,1,0.0013002,0,0.0047002,0
-1.8714e-10,2.6855e+06,0.0050049,1,nan,nan,7664.3,1,0.0013068,0,0.0047068,0
-1.8676e-10,2.68e+06,0.0050049,1,nan,nan,7646.2,1,0.0013134,0,0.0047134,0
-1.8637e-10,2.6745e+06,0.0050049,1,nan,nan,7628,1,0.00132,0,0.00472,0
-1.8599e-10,2.6689e+06,0.0050049,1,nan,nan,7609.9,1,0.0013266,0,0.0047266,0
-1.856e-10,2.6634e+06,0.0050049,1,nan,nan,7591.8,1,0.0013332,0,0.0047332,0
-1.8521e-10,2.6578e+06,0.0050049,1,nan,nan,7573.7,1,0.0013398,0,0.0047398,0
-1.8483e-10,2.6523e+06,0.0050049,1,nan,nan,7555.6,1,0.0013464,0,0.0047464,0
-1.8444e-10,2.6467e+06,0.0050049,1,nan,nan,7537.5,1,0.001353,0,0.004753,0
-1.8405e-10,2.6412e+06,0.0050049,1,nan,nan,7519.4,1,0.0013596,0,0.0047596,0
-1.8367e-10,2.6357e+06,0.0050049,1,nan,nan,7501.3,1,0.0013662,0,0.0047662,0
-1.8328e-10,2.6301e+06,0.0050049,1,nan,nan,7483.1,1,0.0013728,0,0.0047728,0
-1.8292e-10,2.625e+06,0.0049791,1,nan,nan,7466.3,1,0.0013794,0,0.0047794,0
-1.8257e-10,2.6199e+06,0.0049494,1,nan,nan,7449.6,1,0.001386,0,0.004786,0
-1.8221e-10,2.6148e+06,0.0049197,1,nan,nan,7432.9,1,0.0013926,0,0.0047926,0
-1.8186e-10,2.6097e+06,0.00489,1,nan,nan,7416.2,1,0.0013992,0,0.0047992,0
-1.815e-10,2.6046e+06,0.0048603,1,nan,nan,7399.5,1,0.0014058,0,0.0048058,0
-1.8115e-10,2.5995e+06,0.0048306,1,nan,nan,7382.8,1,0.0014124,0,0.0048124,0
-1.808e-10,2.5944e+06,0.0048009,1,nan,nan,7366.1,1,0.001419,0,0.004819,0
-1.8044e-10,2.5893e+06,0.0047712,1,nan,nan,7349.4,1,0.0014256,0,0.0048256,0
-1.8009e-10,2.5843e+06,0.0047415,1,nan,nan,7332.7,1,0.0014322,0,0.0048322,0
-1.7973e-10,2.5792e+06,0.0047118,1,nan,nan,7316,1,0.0014388,0,0.0048388,0
-1.7938e-10,2.5741e+06,0.0046821,1,nan,nan,7299.3,1,0.0014454,0,0.0048454,0
-1.7902e-10,2.569e+06,0.0046524,1,nan,nan,7282.6,1,0.001452,0,0.004852,0
-1.7867e-10,2.5639e+06,0.0046227,1,nan,nan,7265.9,1,0.0014586,0,0.0048586,0
-1.7831e-10,2.5588e+06,0.004593,1,nan,nan,7249.3,1,0.0014652,0,0.0048652,0
-1.7796e-10,2.5537e+06,0.0045633,1,nan,nan,7232.6,1,0.0014718,0,0.0048718,0
-1.776e-10,2.5486e+06,0.0045336,1,nan,nan,7215.9,1,0.0014784,0,0.0048784,0
-1.7725e-10,2.5436e+06,0.0045039,1,nan,nan,7199.2,1,0.001485,0,0.004885,0
-1.769e-10,2.5385e+06,0.0044742,1,nan,nan,7182.5,1,0.0014916,0,0.0048916,0
-1.7654e-10,2.5334e+06,0.0044446,1,nan,nan,7165.8,1,0.0014982,0,0.0048982,0
-1.7619e-10,2.5283e+06,0.0044149,1,nan,nan,7149.1,1,0.0015048,0,0.0049048,0
-1.7583e-10,2.5232e+06,0.0043852,1,nan,nan,7132.4,1,0.0015114,0,0.0049114,0
-1.7548e-10,2.5181e+06,0.0043555,1,nan,nan,7115.7,1,0.001518,0,0.004918,0
-1.7512e-10,2.513e+06,0.0043258,1,nan,nan,7099,1,0.0015246,0,0.0049246,0
-1.7477e-10,2.508e+06,0.0042961,1,nan,nan,7082.3,1,0.0015312,0,0.0049312,0
-1.7441e-10,2.5029e+06,0.0042664,1,nan,nan,7065.6,1,0.0015378,0,0.0049378,0
-1.7406e-10,2.4978e+06,0.0042367,1,nan,nan,7048.9,1,0.0015444,0,0.0049444,0
-1.737e-10,2.4927e+06,0.004207,1,nan,nan,7032.2,1,0.001551,0,0.004951,0
-1.7335e-10,2.4876e+06,0.0041773,1,nan,nan,7015.5,1,0.0015576,0,0.0049576,0
-1.73e-10,2.4825e+06,0.0041476,1,nan,nan,6998.8,1,0.0015642,0,0.0049642,0
-1.7264e-10,2.4774e+06,0.0041179,1,nan,nan,6982.2,1,0.0015708,0,0.0049708,0
-1.7229e-10,2.4723e+06,0.0040882,1,nan,nan,6965.5,1,0.0015774,0,0.0049774,0
-1.7193e-10,2.4673e+06,0.0040585,1,nan,nan,6948.8,1,0.001584,0,0.004984,0
-1.7158e-10,2.4622e+06,0.0040288,1,nan,nan,6932.1,1,0.0015906,0,0.0049906,0
-1.7122e-10,2.4571e+06,0.0039991,1,nan,nan,6915.4,1,0.0015972,0,0.0049972,0
-1.7087e-10,2.452e+06,0.0039694,1,nan,nan,6898.7,1,0.0016038,0,0.0050038,0
-1.7051e-10,2.4469e+06,0.0039397,1,nan,nan,6882,1,0.0016104,0,0.0050104,0
-1.4889e-10,2.4418e+06,0.00391,1,nan,nan,6865.3,1,0.001617,0,0.005017,0
-1.4858e-10,2.4367e+06,0.0038803,1,nan,nan,6848.6,1,0.0016236,0,0.0050236,0
-1.4827e-10,2.4316e+06,0.0038507,1,nan,nan,6831.9,1,0.0016302,0,0.0050302,0
-1.4796e-10,2.4266e+06,0.003821,1,nan,nan,6815.2,1,0.0016368,0,0.0050368,0
-1.4765e-10,2.4215e+06,0.0037913,1,nan,nan,6798.5,1,0.0016434,0,0.0050434,0
-1.4734e-10,2.4164e+06,0.0037616,1,nan,nan,6781.8,1,0.00165,0,0.00505,0
-1.4703e-10,2.4113e+06,0.0037319,1,nan,nan,6765.1,1,0.0016566,0,0.0050566,0
-1.4674e-10,2.4066e+06,0.0037411,1,nan,nan,6749.5,1,0.0016632,0,0.0050632,0
-1.4646e-10,2.402e+06,0.0037664,1,nan,nan,6734.3,1,0.0016698,0,0.0050698,0
-1.4618e-10,2.3975e+06,0.0037918,1,nan,nan,6719.1,1,0.0016764,0,0.0050764,0
-1.4591e-10,2.3929e+06,0.0038171,1,nan,nan,6703.9,1,0.001683,0,0.005083,0
